"File","Count"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp23_testing_framework\tests\test_emitters.py","10"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp23_testing_framework\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp23_testing_framework\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp23_testing_framework\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp24_quality_security\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp24_quality_security\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp24_quality_security\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp24_quality_security\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp24_quality_security\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp24_quality_security\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp24_quality_security\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp24_quality_security\tests\test_emitters.py","5"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp24_quality_security\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp24_quality_security\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp24_quality_security\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\baseline.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\fastapi.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\__init__.py","8"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\tests\test_baseline.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\tests\test_emitters.py","5"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp25_performance_testing\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp26_documentation\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp26_documentation\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp26_documentation\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp26_documentation\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp26_documentation\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp26_documentation\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp26_documentation\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp26_documentation\tests\test_emitters.py","5"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp26_documentation\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp26_documentation\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp26_documentation\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp27_plugin_system\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp27_plugin_system\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp27_plugin_system\__init__.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp27_plugin_system\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp27_plugin_system\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp27_plugin_system\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp28_multi_region\fastapi.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp28_multi_region\infrastructure.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp28_multi_region\nestjs.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp28_multi_region\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp28_multi_region\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp28_multi_region\tests\test_fastapi.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp28_multi_region\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp28_multi_region\tests\test_nestjs.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp28_multi_region\tests\test_parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp28_multi_region\tests\test_recipes.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp29_multi_language\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp29_multi_language\recipes.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp29_multi_language\__init__.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp29_multi_language\tests\test_emitters.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp29_multi_language\tests\test_key_extraction.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp29_multi_language\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp29_multi_language\tests\test_parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp29_multi_language\tests\test_recipes.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp30_ai_assisted\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp30_ai_assisted\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp30_ai_assisted\__init__.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp30_ai_assisted\tests\test_emitters.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp30_ai_assisted\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp30_ai_assisted\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp30_ai_assisted\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp30_ai_assisted\tests\test_templates.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp31_scheduler\calendar_engine.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp31_scheduler\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp31_scheduler\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp31_scheduler\tests\test_calendar_engine.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp31_scheduler\tests\test_cron_parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp31_scheduler\tests\test_fastapi_emitter.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp31_scheduler\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp31_scheduler\tests\test_nestjs_emitter.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp31_scheduler\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp31_scheduler\tests\test_timezone_resolver.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp32_state_machine\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp32_state_machine\__init__.py","5"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp32_state_machine\tests\test_engine.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp32_state_machine\tests\test_fastapi_emitter.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp32_state_machine\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp32_state_machine\tests\test_nestjs_emitter.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp32_state_machine\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp33_financial\engine.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp33_financial\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp33_financial\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp33_financial\tests\test_angular_emitter.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp33_financial\tests\test_engine.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp33_financial\tests\test_fastapi_emitter.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp33_financial\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp33_financial\tests\test_nestjs_emitter.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp33_financial\tests\test_parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp33_financial\tests\test_react_emitter.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp34_reporting\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp34_reporting\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp34_reporting\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp34_reporting\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp34_reporting\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp34_reporting\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp34_reporting\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp34_reporting\tests\test_emitters.py","5"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp34_reporting\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp34_reporting\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp34_reporting\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp35_geospatial\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp35_geospatial\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp35_geospatial\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp35_geospatial\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp35_geospatial\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp35_geospatial\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp35_geospatial\__init__.py","4"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp35_geospatial\tests\test_emitters.py","5"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp35_geospatial\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp35_geospatial\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp35_geospatial\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp36_tenant_onboarding\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp36_tenant_onboarding\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp36_tenant_onboarding\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp36_tenant_onboarding\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp36_tenant_onboarding\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp36_tenant_onboarding\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp36_tenant_onboarding\tests\test_emitters.py","6"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp36_tenant_onboarding\tests\test_models.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp36_tenant_onboarding\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp36_tenant_onboarding\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp37_feature_flags\angular.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp37_feature_flags\fastapi.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp37_feature_flags\nestjs.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp37_feature_flags\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp37_feature_flags\react.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp37_feature_flags\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp37_feature_flags\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp37_feature_flags\tests\test_emitters.py","41"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp37_feature_flags\tests\test_models.py","70"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp37_feature_flags\tests\test_parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp37_feature_flags\tests\test_recipes.py","5"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp38_data_etl\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp38_data_etl\fastapi.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp38_data_etl\nestjs.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp38_data_etl\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp38_data_etl\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp38_data_etl\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp38_data_etl\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp38_data_etl\tests\test_emitters.py","38"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp38_data_etl\tests\test_models.py","91"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp38_data_etl\tests\test_parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp38_data_etl\tests\test_recipes.py","12"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp39_i18n_runtime\angular.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp39_i18n_runtime\fastapi.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp39_i18n_runtime\nestjs.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp39_i18n_runtime\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp39_i18n_runtime\react.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp39_i18n_runtime\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp39_i18n_runtime\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp39_i18n_runtime\tests\test_emitters.py","39"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp39_i18n_runtime\tests\test_models.py","52"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp39_i18n_runtime\tests\test_parser.py","20"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp39_i18n_runtime\tests\test_recipes.py","20"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp40_webhook\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp40_webhook\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp40_webhook\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp40_webhook\parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp40_webhook\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp40_webhook\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp40_webhook\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp40_webhook\tests\test_emitters.py","53"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp40_webhook\tests\test_models.py","73"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp40_webhook\tests\test_parser.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp40_webhook\tests\test_recipes.py","13"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp41_chat\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp41_chat\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp41_chat\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp41_chat\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp41_chat\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp41_chat\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp41_chat\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp41_chat\tests\test_emitters.py","51"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp41_chat\tests\test_models.py","97"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp41_chat\tests\test_parser.py","8"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp41_chat\tests\test_recipes.py","14"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp42_approval\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp42_approval\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp42_approval\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp42_approval\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp42_approval\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp42_approval\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp42_approval\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp42_approval\tests\test_emitters.py","51"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp42_approval\tests\test_models.py","117"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp42_approval\tests\test_parser.py","41"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp42_approval\tests\test_recipes.py","10"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp43_versioning\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp43_versioning\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp43_versioning\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp43_versioning\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp43_versioning\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp43_versioning\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp43_versioning\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp43_versioning\tests\test_emitters.py","5"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp43_versioning\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp43_versioning\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp43_versioning\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\__init__.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\tests\test_emitters.py","14"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\tests\test_models.py","99"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\tests\test_recipes.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp44_bulk_ops\tests\test_templates.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp45_payment\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp45_payment\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp45_payment\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp45_payment\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp45_payment\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp45_payment\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp45_payment\__init__.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp45_payment\tests\test_emitters.py","13"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp45_payment\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp45_payment\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp45_payment\tests\test_recipes.py","4"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\__init__.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\tests\test_emitters.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\tests\test_recipes.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp46_mfa\tests\test_templates.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp47_retention\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp47_retention\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp47_retention\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp47_retention\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp47_retention\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp47_retention\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp47_retention\__init__.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp47_retention\tests\test_emitters.py","13"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp47_retention\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp47_retention\tests\test_parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp47_retention\tests\test_recipes.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp48_rate_limit\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp48_rate_limit\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp48_rate_limit\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp48_rate_limit\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp48_rate_limit\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp48_rate_limit\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp48_rate_limit\__init__.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp48_rate_limit\tests\test_emitters.py","6"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp48_rate_limit\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp48_rate_limit\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp48_rate_limit\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\tests\test_emitters.py","44"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\tests\test_models.py","103"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\tests\test_recipes.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp49_consent\tests\test_templates.py","11"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp50_catalog\angular.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp50_catalog\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp50_catalog\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp50_catalog\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp50_catalog\react.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp50_catalog\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp50_catalog\__init__.py","7"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp50_catalog\tests\test_emitters.py","44"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp50_catalog\tests\test_models.py","88"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp50_catalog\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp50_catalog\tests\test_recipes.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp51_blueprint\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp51_blueprint\__init__.py","5"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp51_blueprint\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\fastapi.py","5"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\manager.py","20"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\__init__.py","7"
